account_id,month,closed_won_usd,churned_usd,actual_usd,churn,active_customer
A00047,2025-01-31,2186.58,0.0,2186.58,0,1
A00048,2025-01-31,3035.49,3035.49,0.0,1,0
A00049,2025-01-31,1613.96,1613.96,0.0,1,0
A00050,2025-01-31,1790.25,1790.25,0.0,1,0
A00051,2025-01-31,4235.31,0.0,4235.31,0,1
A00052,2025-01-31,603.14,603.14,0.0,1,0
A00053,2025-01-31,1656.01,0.0,1656.01,0,1
A00054,2025-01-31,5826.71,0.0,5826.71,0,1
A00055,2025-01-31,3466.32,3466.32,0.0,1,0
A00056,2025-01-31,665.43,0.0,665.43,0,1
A00057,2025-01-31,6781.21,0.0,6781.21,0,1
A00058,2025-01-31,1861.84,1861.84,0.0,1,0
A00059,2025-01-31,3814.26,3814.26,0.0,1,0
A00060,2025-01-31,5341.06,5341.06,0.0,1,0
A00061,2025-01-31,2583.0,0.0,2583.0,0,1
A00062,2025-01-31,2358.31,2358.31,0.0,1,0
A00063,2025-01-31,1553.89,0.0,1553.89,0,1
A00064,2025-01-31,2645.82,2645.82,0.0,1,0
A00065,2025-01-31,1419.72,0.0,1419.72,0,1
A00066,2025-01-31,2446.52,0.0,2446.52,0,1
A00067,2025-01-31,689.6,0.0,689.6,0,1
A00068,2025-01-31,843.73,0.0,843.73,0,1
A00069,2025-01-31,2847.17,2847.17,0.0,1,0
A00070,2025-01-31,2200.0,0.0,2200.0,0,1
A00071,2025-01-31,2199.26,0.0,2199.26,0,1
A00072,2025-01-31,3391.24,0.0,3391.24,0,1
A00073,2025-01-31,5799.45,5799.45,0.0,1,0
A00074,2025-01-31,587.38,0.0,587.38,0,1
A00075,2025-01-31,10504.02,10504.02,0.0,1,0
A00076,2025-01-31,4337.53,0.0,4337.53,0,1
A00077,2025-01-31,2993.73,2993.73,0.0,1,0
A00078,2025-01-31,3651.65,0.0,3651.65,0,1
A00079,2025-01-31,851.06,0.0,851.06,0,1
A00080,2025-01-31,1151.93,0.0,1151.93,0,1
A00081,2025-01-31,2214.05,0.0,2214.05,0,1
A00082,2025-01-31,1726.74,1726.74,0.0,1,0
A00083,2025-01-31,3390.44,0.0,3390.44,0,1
A00084,2025-01-31,1838.33,1838.33,0.0,1,0
A00085,2025-01-31,2572.88,0.0,2572.88,0,1
A00086,2025-01-31,1501.68,1501.68,0.0,1,0
A00087,2025-01-31,6051.88,6051.88,0.0,1,0
A00088,2025-01-31,4935.89,4935.89,0.0,1,0
A00089,2025-01-31,7715.43,0.0,7715.43,0,1
A00090,2025-01-31,1283.79,1283.79,0.0,1,0
A00091,2025-01-31,2859.59,2859.59,0.0,1,0
A00092,2025-01-31,2156.95,0.0,2156.95,0,1
A00093,2025-01-31,4202.91,4202.91,0.0,1,0
A00094,2025-01-31,5362.66,0.0,5362.66,0,1
A00095,2025-01-31,3934.42,3934.42,0.0,1,0
A00096,2025-01-31,389.33,0.0,389.33,0,1
A00097,2025-01-31,3558.45,0.0,3558.45,0,1
A00098,2025-01-31,2124.37,0.0,2124.37,0,1
A00099,2025-01-31,1754.74,0.0,1754.74,0,1
A00100,2025-01-31,2804.41,0.0,2804.41,0,1
A00101,2025-01-31,852.9,852.9,0.0,1,0
A00102,2025-01-31,3998.5,3998.5,0.0,1,0
A00103,2025-01-31,3434.8,0.0,3434.8,0,1
A00104,2025-01-31,623.31,623.31,0.0,1,0
A00105,2025-01-31,7232.24,7232.24,0.0,1,0
A00106,2025-01-31,1027.72,1027.72,0.0,1,0
A00107,2025-01-31,6271.34,6271.34,0.0,1,0
A00108,2025-01-31,2723.63,2723.63,0.0,1,0
A00109,2025-01-31,4830.88,0.0,4830.88,0,1
A00110,2025-01-31,1238.56,0.0,1238.56,0,1
A00111,2025-01-31,5059.59,0.0,5059.59,0,1
A00112,2025-01-31,1113.02,0.0,1113.02,0,1
A00113,2025-01-31,2990.29,0.0,2990.29,0,1
A00114,2025-01-31,1760.31,1760.31,0.0,1,0
A00115,2025-01-31,4207.71,0.0,4207.71,0,1
A00116,2025-01-31,1320.71,0.0,1320.71,0,1
A00117,2025-01-31,2288.98,0.0,2288.98,0,1
A00118,2025-01-31,1280.62,1280.62,0.0,1,0
A00119,2025-01-31,1139.81,1139.81,0.0,1,0
A00120,2025-01-31,5598.27,0.0,5598.27,0,1
A00121,2025-01-31,8758.98,0.0,8758.98,0,1
A00122,2025-01-31,5654.31,5654.31,0.0,1,0
A00123,2025-01-31,623.26,623.26,0.0,1,0
A00124,2025-01-31,1191.06,0.0,1191.06,0,1
A00125,2025-01-31,8517.1,0.0,8517.1,0,1
A00126,2025-01-31,5536.93,5536.93,0.0,1,0
A00127,2025-01-31,1267.9,0.0,1267.9,0,1
A00128,2025-01-31,639.75,0.0,639.75,0,1
A00129,2025-01-31,3662.58,0.0,3662.58,0,1
A00130,2025-01-31,2220.97,2220.97,0.0,1,0
A00131,2025-01-31,1421.91,0.0,1421.91,0,1
A00132,2025-01-31,3930.79,0.0,3930.79,0,1
A00133,2025-01-31,893.72,893.72,0.0,1,0
A00134,2025-01-31,2872.54,0.0,2872.54,0,1
A00135,2025-01-31,2824.23,0.0,2824.23,0,1
A00136,2025-01-31,1083.41,0.0,1083.41,0,1
A00137,2025-01-31,5149.78,5149.78,0.0,1,0
A00138,2025-01-31,304.14,0.0,304.14,0,1
A00139,2025-01-31,4633.28,4633.28,0.0,1,0
A00140,2025-01-31,2188.58,2188.58,0.0,1,0
A00141,2025-01-31,1908.82,0.0,1908.82,0,1
A00142,2025-01-31,6087.17,6087.17,0.0,1,0
A00143,2025-01-31,1497.22,0.0,1497.22,0,1
A00144,2025-01-31,1642.69,0.0,1642.69,0,1
A00145,2025-01-31,2436.65,2436.65,0.0,1,0
A00146,2025-01-31,5089.86,0.0,5089.86,0,1
A00147,2025-01-31,7614.25,7614.25,0.0,1,0
A00148,2025-01-31,3857.06,0.0,3857.06,0,1
A00149,2025-01-31,3825.5,3825.5,0.0,1,0
A00150,2025-01-31,4097.28,0.0,4097.28,0,1
A00151,2025-01-31,978.15,0.0,978.15,0,1
A00152,2025-01-31,2133.19,2133.19,0.0,1,0
A00153,2025-01-31,2310.65,2310.65,0.0,1,0
A00154,2025-01-31,2312.51,0.0,2312.51,0,1
A00155,2025-01-31,1152.91,0.0,1152.91,0,1
A00156,2025-01-31,2510.07,0.0,2510.07,0,1
A00157,2025-01-31,2978.2,0.0,2978.2,0,1
A00158,2025-01-31,6204.57,6204.57,0.0,1,0
A00159,2025-01-31,3114.28,3114.28,0.0,1,0
A00160,2025-01-31,2503.33,2503.33,0.0,1,0
A00161,2025-01-31,2918.5,0.0,2918.5,0,1
A00162,2025-01-31,694.53,0.0,694.53,0,1
A00163,2025-01-31,2038.77,2038.77,0.0,1,0
A00164,2025-01-31,1649.08,1649.08,0.0,1,0
A00165,2025-01-31,4594.15,4594.15,0.0,1,0
A00166,2025-01-31,9339.58,0.0,9339.58,0,1
A00167,2025-01-31,1091.88,0.0,1091.88,0,1
A00168,2025-01-31,3720.06,0.0,3720.06,0,1
A00169,2025-01-31,8715.66,8715.66,0.0,1,0
A00170,2025-01-31,4910.28,0.0,4910.28,0,1
A00171,2025-01-31,1200.63,0.0,1200.63,0,1
A00172,2025-01-31,6296.97,6296.97,0.0,1,0
A00173,2025-01-31,570.91,0.0,570.91,0,1
A00174,2025-01-31,879.74,0.0,879.74,0,1
A00175,2025-01-31,2392.66,2392.66,0.0,1,0
A00176,2025-01-31,2936.14,2936.14,0.0,1,0
A00177,2025-01-31,4866.49,4866.49,0.0,1,0
A00178,2025-01-31,9046.14,0.0,9046.14,0,1
A00179,2025-01-31,3042.08,0.0,3042.08,0,1
A00180,2025-01-31,10751.13,10751.13,0.0,1,0
A00181,2025-01-31,2367.83,2367.83,0.0,1,0
A00182,2025-01-31,3234.37,3234.37,0.0,1,0
A00183,2025-01-31,416.73,0.0,416.73,0,1
A00184,2025-01-31,6558.41,0.0,6558.41,0,1
A00185,2025-01-31,4143.84,4143.84,0.0,1,0
A00186,2025-01-31,2992.02,2992.02,0.0,1,0
A00187,2025-01-31,3200.92,3200.92,0.0,1,0
A00188,2025-01-31,327.35,327.35,0.0,1,0
A00189,2025-01-31,2757.33,0.0,2757.33,0,1
A00190,2025-01-31,1048.54,0.0,1048.54,0,1
A00191,2025-01-31,4277.08,0.0,4277.08,0,1
A00192,2025-01-31,2421.64,0.0,2421.64,0,1
A00193,2025-01-31,1186.09,0.0,1186.09,0,1
A00194,2025-01-31,2845.97,0.0,2845.97,0,1
A00195,2025-01-31,454.18,0.0,454.18,0,1
A00196,2025-01-31,94.66,0.0,94.66,0,1
A00197,2025-01-31,3480.86,0.0,3480.86,0,1
A00198,2025-01-31,4105.1,0.0,4105.1,0,1
A00199,2025-01-31,6354.87,0.0,6354.87,0,1
A00200,2025-01-31,3420.64,0.0,3420.64,0,1
A00201,2025-01-31,3301.44,3301.44,0.0,1,0
A00202,2025-01-31,3145.2,0.0,3145.2,0,1
A00203,2025-01-31,852.8,852.8,0.0,1,0
A00204,2025-01-31,2024.56,0.0,2024.56,0,1
A00205,2025-01-31,296.92,0.0,296.92,0,1
A00206,2025-01-31,4188.21,4188.21,0.0,1,0
A00207,2025-01-31,1681.36,0.0,1681.36,0,1
A00208,2025-01-31,4668.01,4668.01,0.0,1,0
A00209,2025-01-31,1593.9,0.0,1593.9,0,1
A00210,2025-01-31,1012.09,0.0,1012.09,0,1
A00211,2025-01-31,2249.96,0.0,2249.96,0,1
A00212,2025-01-31,1313.58,1313.58,0.0,1,0
A00213,2025-01-31,6472.3,6472.3,0.0,1,0
A00214,2025-01-31,3074.38,3074.38,0.0,1,0
A00215,2025-01-31,1493.43,0.0,1493.43,0,1
A00216,2025-01-31,3575.34,0.0,3575.34,0,1
A00217,2025-01-31,1903.28,1903.28,0.0,1,0
A00218,2025-01-31,2450.31,0.0,2450.31,0,1
A00219,2025-01-31,1774.08,0.0,1774.08,0,1
A00220,2025-01-31,2555.82,2555.82,0.0,1,0
A00221,2025-01-31,2236.42,2236.42,0.0,1,0
A00222,2025-01-31,2277.4,0.0,2277.4,0,1
A00223,2025-01-31,450.54,450.54,0.0,1,0
A00224,2025-01-31,2225.6,2225.6,0.0,1,0
A00225,2025-01-31,2134.6,0.0,2134.6,0,1
A00226,2025-01-31,3325.33,3325.33,0.0,1,0
A00227,2025-01-31,5661.18,0.0,5661.18,0,1
A00228,2025-01-31,2499.14,0.0,2499.14,0,1
A00229,2025-01-31,771.64,771.64,0.0,1,0
A00230,2025-01-31,3629.82,3629.82,0.0,1,0
A00231,2025-01-31,3386.13,0.0,3386.13,0,1
A00232,2025-01-31,4616.87,0.0,4616.87,0,1
A00233,2025-01-31,926.48,0.0,926.48,0,1
A00234,2025-01-31,2774.49,0.0,2774.49,0,1
A00235,2025-01-31,6097.22,0.0,6097.22,0,1
A00236,2025-01-31,897.04,897.04,0.0,1,0
A00237,2025-01-31,2403.47,2403.47,0.0,1,0
A00238,2025-01-31,1633.29,0.0,1633.29,0,1
A00239,2025-01-31,3188.54,0.0,3188.54,0,1
A00240,2025-01-31,3339.66,3339.66,0.0,1,0
A00241,2025-01-31,2471.8,0.0,2471.8,0,1
A00242,2025-01-31,681.66,0.0,681.66,0,1
A00243,2025-01-31,3383.5,3383.5,0.0,1,0
A00244,2025-01-31,2453.07,2453.07,0.0,1,0
A00245,2025-01-31,293.78,0.0,293.78,0,1
A00246,2025-01-31,4056.61,0.0,4056.61,0,1
A00247,2025-01-31,5090.64,5090.64,0.0,1,0
A00248,2025-01-31,7166.8,7166.8,0.0,1,0
A00249,2025-01-31,2451.0,0.0,2451.0,0,1
A00250,2025-01-31,710.17,710.17,0.0,1,0
A00251,2025-01-31,3790.15,3790.15,0.0,1,0
A00252,2025-01-31,2220.81,0.0,2220.81,0,1
A00253,2025-01-31,1986.52,0.0,1986.52,0,1
A00254,2025-01-31,7390.04,0.0,7390.04,0,1
A00255,2025-01-31,4727.11,0.0,4727.11,0,1
A00256,2025-01-31,5344.17,5344.17,0.0,1,0
A00257,2025-01-31,819.57,0.0,819.57,0,1
A00258,2025-01-31,3459.88,3459.88,0.0,1,0
A00259,2025-01-31,7308.56,0.0,7308.56,0,1
A00260,2025-01-31,3733.48,3733.48,0.0,1,0
A00261,2025-01-31,2497.41,0.0,2497.41,0,1
A00262,2025-01-31,5576.35,0.0,5576.35,0,1
A00263,2025-01-31,7420.09,7420.09,0.0,1,0
A00264,2025-01-31,2265.14,0.0,2265.14,0,1
A00265,2025-01-31,787.46,787.46,0.0,1,0
A00266,2025-01-31,2254.12,0.0,2254.12,0,1
A00267,2025-01-31,4574.56,0.0,4574.56,0,1
A00268,2025-01-31,1720.72,1720.72,0.0,1,0
A00269,2025-01-31,212.34,0.0,212.34,0,1
A00270,2025-01-31,3029.64,3029.64,0.0,1,0
A00271,2025-01-31,9744.15,9744.15,0.0,1,0
A00272,2025-01-31,236.75,0.0,236.75,0,1
A00273,2025-01-31,1442.29,1442.29,0.0,1,0
A00274,2025-01-31,1364.45,0.0,1364.45,0,1
A00275,2025-01-31,4092.38,0.0,4092.38,0,1
A00276,2025-01-31,1163.28,1163.28,0.0,1,0
A00277,2025-01-31,1705.17,0.0,1705.17,0,1
A00278,2025-01-31,979.2,979.2,0.0,1,0
A00279,2025-01-31,3196.44,3196.44,0.0,1,0
A00280,2025-01-31,4664.18,0.0,4664.18,0,1
A00281,2025-01-31,714.08,714.08,0.0,1,0
A00282,2025-01-31,1041.88,1041.88,0.0,1,0
A00283,2025-01-31,3447.17,0.0,3447.17,0,1
A00284,2025-01-31,2856.79,2856.79,0.0,1,0
A00285,2025-01-31,1355.4,1355.4,0.0,1,0
A00286,2025-01-31,4111.37,4111.37,0.0,1,0
A00287,2025-01-31,2022.91,2022.91,0.0,1,0
A00288,2025-01-31,1779.74,0.0,1779.74,0,1
A00289,2025-01-31,3295.46,3295.46,0.0,1,0
A00290,2025-01-31,4469.15,0.0,4469.15,0,1
A00291,2025-01-31,7658.18,0.0,7658.18,0,1
A00292,2025-01-31,632.82,0.0,632.82,0,1
A00293,2025-01-31,2169.91,0.0,2169.91,0,1
A00294,2025-01-31,6845.94,6845.94,0.0,1,0
A00295,2025-01-31,1831.85,0.0,1831.85,0,1
A00296,2025-01-31,1514.4,1514.4,0.0,1,0
A00297,2025-01-31,4728.65,4728.65,0.0,1,0
A00298,2025-01-31,3771.74,0.0,3771.74,0,1
A00299,2025-01-31,1515.31,1515.31,0.0,1,0
A00300,2025-01-31,6602.99,6602.99,0.0,1,0
A00301,2025-01-31,3208.28,3208.28,0.0,1,0
A00302,2025-01-31,4056.62,0.0,4056.62,0,1
A00303,2025-01-31,3052.61,0.0,3052.61,0,1
A00304,2025-01-31,1806.71,1806.71,0.0,1,0
A00305,2025-01-31,960.41,0.0,960.41,0,1
A00306,2025-01-31,1539.19,1539.19,0.0,1,0
A00307,2025-01-31,1096.4,0.0,1096.4,0,1
A00308,2025-01-31,1375.38,0.0,1375.38,0,1
A00309,2025-01-31,660.89,660.89,0.0,1,0
A00310,2025-01-31,6080.72,0.0,6080.72,0,1
A00311,2025-01-31,4251.24,0.0,4251.24,0,1
A00312,2025-01-31,6497.71,6497.71,0.0,1,0
A00313,2025-01-31,122.83,122.83,0.0,1,0
A00314,2025-01-31,1958.77,1958.77,0.0,1,0
A00315,2025-01-31,1315.8,0.0,1315.8,0,1
A00316,2025-01-31,8637.14,0.0,8637.14,0,1
A00317,2025-01-31,3833.75,0.0,3833.75,0,1
A00318,2025-01-31,3140.42,0.0,3140.42,0,1
A00319,2025-01-31,1082.36,1082.36,0.0,1,0
A00320,2025-01-31,3735.76,0.0,3735.76,0,1
A00321,2025-01-31,4385.11,0.0,4385.11,0,1
A00322,2025-01-31,276.69,0.0,276.69,0,1
A00323,2025-01-31,5480.95,0.0,5480.95,0,1
A00324,2025-01-31,1246.78,1246.78,0.0,1,0
A00325,2025-01-31,1622.89,0.0,1622.89,0,1
A00326,2025-01-31,1313.99,1313.99,0.0,1,0
A00327,2025-01-31,3051.57,3051.57,0.0,1,0
A00328,2025-01-31,2617.41,0.0,2617.41,0,1
A00329,2025-01-31,2375.16,0.0,2375.16,0,1
A00330,2025-01-31,401.42,0.0,401.42,0,1
A00331,2025-01-31,1042.29,0.0,1042.29,0,1
A00332,2025-01-31,3341.34,0.0,3341.34,0,1
A00333,2025-01-31,3173.63,3173.63,0.0,1,0
A00334,2025-01-31,3440.7,0.0,3440.7,0,1
A00335,2025-01-31,425.49,0.0,425.49,0,1
A00336,2025-01-31,2651.77,2651.77,0.0,1,0
A00337,2025-01-31,5619.62,5619.62,0.0,1,0
A00338,2025-01-31,1453.26,0.0,1453.26,0,1
A00339,2025-01-31,1080.72,0.0,1080.72,0,1
A00340,2025-01-31,252.78,252.78,0.0,1,0
A00341,2025-01-31,4428.07,4428.07,0.0,1,0
A00342,2025-01-31,1763.96,1763.96,0.0,1,0
A00343,2025-01-31,4041.78,4041.78,0.0,1,0
A00344,2025-01-31,301.54,301.54,0.0,1,0
A00345,2025-01-31,2497.89,2497.89,0.0,1,0
A00346,2025-01-31,5204.72,5204.72,0.0,1,0
A00347,2025-01-31,2508.43,2508.43,0.0,1,0
A00348,2025-01-31,3121.44,0.0,3121.44,0,1
A00349,2025-01-31,1119.81,1119.81,0.0,1,0
A00350,2025-01-31,1178.27,0.0,1178.27,0,1
A00351,2025-01-31,4435.81,0.0,4435.81,0,1
A00352,2025-01-31,2706.57,2706.57,0.0,1,0
A00353,2025-01-31,3412.46,0.0,3412.46,0,1
A00354,2025-01-31,6872.76,0.0,6872.76,0,1
A00355,2025-01-31,7041.45,7041.45,0.0,1,0
A00356,2025-01-31,3112.07,0.0,3112.07,0,1
A00357,2025-01-31,579.6,579.6,0.0,1,0
A00358,2025-01-31,2620.96,2620.96,0.0,1,0
A00359,2025-01-31,1675.11,1675.11,0.0,1,0
A00360,2025-01-31,1955.4,0.0,1955.4,0,1
A00361,2025-01-31,2432.51,2432.51,0.0,1,0
A00362,2025-01-31,5857.05,5857.05,0.0,1,0
A00363,2025-01-31,2677.02,2677.02,0.0,1,0
A00364,2025-01-31,6932.06,6932.06,0.0,1,0
A00365,2025-01-31,769.09,769.09,0.0,1,0
A00366,2025-01-31,2886.19,0.0,2886.19,0,1
A00367,2025-01-31,2692.56,2692.56,0.0,1,0
A00368,2025-01-31,4018.34,4018.34,0.0,1,0
A00369,2025-01-31,1780.15,0.0,1780.15,0,1
A00370,2025-01-31,1717.51,0.0,1717.51,0,1
A00371,2025-01-31,811.5,0.0,811.5,0,1
A00372,2025-01-31,5918.84,5918.84,0.0,1,0
A00373,2025-01-31,969.45,969.45,0.0,1,0
A00374,2025-01-31,4125.65,0.0,4125.65,0,1
A00375,2025-01-31,2240.44,2240.44,0.0,1,0
A00376,2025-01-31,625.25,0.0,625.25,0,1
A00377,2025-01-31,1564.08,0.0,1564.08,0,1
A00378,2025-01-31,2653.9,0.0,2653.9,0,1
A00379,2025-01-31,7025.28,0.0,7025.28,0,1
A00380,2025-01-31,3712.54,0.0,3712.54,0,1
A00381,2025-01-31,10116.3,0.0,10116.3,0,1
A00382,2025-01-31,6327.37,0.0,6327.37,0,1
A00383,2025-01-31,6456.64,0.0,6456.64,0,1
A00384,2025-01-31,2044.21,0.0,2044.21,0,1
A00385,2025-01-31,773.22,773.22,0.0,1,0
A00386,2025-01-31,351.92,0.0,351.92,0,1
A00387,2025-01-31,4584.7,0.0,4584.7,0,1
A00388,2025-01-31,1500.6,0.0,1500.6,0,1
A00389,2025-01-31,893.81,0.0,893.81,0,1
A00390,2025-01-31,1597.23,0.0,1597.23,0,1
A00391,2025-01-31,6563.33,0.0,6563.33,0,1
A00392,2025-01-31,6358.13,0.0,6358.13,0,1
A00393,2025-01-31,1552.97,0.0,1552.97,0,1
A00394,2025-01-31,2242.89,2242.89,0.0,1,0
A00395,2025-01-31,3045.4,0.0,3045.4,0,1
A00396,2025-01-31,720.82,0.0,720.82,0,1
A00397,2025-01-31,4545.06,0.0,4545.06,0,1
A00398,2025-01-31,2150.85,2150.85,0.0,1,0
A00399,2025-01-31,4438.38,0.0,4438.38,0,1
A00400,2025-01-31,1722.79,0.0,1722.79,0,1
A00401,2025-01-31,3092.5,0.0,3092.5,0,1
A00402,2025-01-31,5899.03,0.0,5899.03,0,1
A00403,2025-01-31,1249.38,1249.38,0.0,1,0
A00404,2025-01-31,3581.75,3581.75,0.0,1,0
A00405,2025-01-31,2385.97,0.0,2385.97,0,1
A00406,2025-01-31,2281.71,0.0,2281.71,0,1
A00407,2025-01-31,1024.04,1024.04,0.0,1,0
A00408,2025-01-31,2030.93,0.0,2030.93,0,1
A00409,2025-01-31,6759.34,0.0,6759.34,0,1
A00410,2025-01-31,4365.85,4365.85,0.0,1,0
A00411,2025-01-31,3940.09,0.0,3940.09,0,1
A00412,2025-01-31,3175.41,0.0,3175.41,0,1
A00413,2025-01-31,1426.84,0.0,1426.84,0,1
A00414,2025-01-31,1649.02,1649.02,0.0,1,0
A00415,2025-01-31,1219.95,1219.95,0.0,1,0
A00416,2025-01-31,1497.09,1497.09,0.0,1,0
A00417,2025-01-31,651.12,0.0,651.12,0,1
A00418,2025-01-31,4525.24,4525.24,0.0,1,0
A00419,2025-01-31,2747.52,2747.52,0.0,1,0
A00420,2025-01-31,1529.69,0.0,1529.69,0,1
A00421,2025-01-31,3180.03,0.0,3180.03,0,1
A00422,2025-01-31,2563.54,0.0,2563.54,0,1
A00423,2025-01-31,2318.5,0.0,2318.5,0,1
A00424,2025-01-31,9521.33,0.0,9521.33,0,1
A00425,2025-01-31,750.77,0.0,750.77,0,1
A00426,2025-01-31,2333.14,0.0,2333.14,0,1
A00427,2025-01-31,3076.19,3076.19,0.0,1,0
A00428,2025-01-31,6228.81,6228.81,0.0,1,0
A00429,2025-01-31,1907.46,1907.46,0.0,1,0
A00430,2025-01-31,1029.15,1029.15,0.0,1,0
A00431,2025-01-31,2847.08,2847.08,0.0,1,0
A00432,2025-01-31,4240.32,0.0,4240.32,0,1
A00433,2025-01-31,2720.83,2720.83,0.0,1,0
A00434,2025-01-31,2148.3,0.0,2148.3,0,1
A00435,2025-01-31,3848.25,0.0,3848.25,0,1
A00436,2025-01-31,6552.83,0.0,6552.83,0,1
A00437,2025-01-31,2766.25,0.0,2766.25,0,1
A00438,2025-01-31,2724.79,2724.79,0.0,1,0
A00439,2025-01-31,4099.54,4099.54,0.0,1,0
A00440,2025-01-31,8335.1,8335.1,0.0,1,0
A00441,2025-01-31,2187.44,2187.44,0.0,1,0
A00442,2025-01-31,4928.93,0.0,4928.93,0,1
A00443,2025-01-31,669.91,0.0,669.91,0,1
A00444,2025-01-31,3366.76,3366.76,0.0,1,0
A00445,2025-01-31,1139.62,0.0,1139.62,0,1
A00446,2025-01-31,741.63,0.0,741.63,0,1
A00447,2025-01-31,1950.4,0.0,1950.4,0,1
A00448,2025-01-31,5177.69,0.0,5177.69,0,1
A00449,2025-01-31,839.52,0.0,839.52,0,1
A00450,2025-01-31,2013.61,0.0,2013.61,0,1
A00451,2025-01-31,2456.67,0.0,2456.67,0,1
A00452,2025-01-31,2345.81,2345.81,0.0,1,0
A00453,2025-01-31,483.27,483.27,0.0,1,0
A00454,2025-01-31,2786.07,0.0,2786.07,0,1
A00455,2025-01-31,607.44,0.0,607.44,0,1
A00456,2025-01-31,1994.93,1994.93,0.0,1,0
A00457,2025-01-31,2678.29,0.0,2678.29,0,1
A00458,2025-01-31,1300.63,0.0,1300.63,0,1
A00459,2025-01-31,2505.61,2505.61,0.0,1,0
A00460,2025-01-31,2705.93,0.0,2705.93,0,1
A00461,2025-01-31,2574.03,0.0,2574.03,0,1
A00462,2025-01-31,1600.67,0.0,1600.67,0,1
A00463,2025-01-31,2633.4,2633.4,0.0,1,0
A00464,2025-01-31,1187.04,0.0,1187.04,0,1
A00465,2025-01-31,854.16,0.0,854.16,0,1
A00466,2025-01-31,859.57,0.0,859.57,0,1
A00467,2025-01-31,7856.03,0.0,7856.03,0,1
A00468,2025-01-31,1316.64,0.0,1316.64,0,1
A00469,2025-01-31,557.72,0.0,557.72,0,1
A00470,2025-01-31,2216.37,0.0,2216.37,0,1
A00471,2025-01-31,2639.57,2639.57,0.0,1,0
A00472,2025-01-31,1266.32,0.0,1266.32,0,1
A00473,2025-01-31,2226.2,0.0,2226.2,0,1
A00474,2025-01-31,507.77,0.0,507.77,0,1
A00475,2025-01-31,456.2,0.0,456.2,0,1
A00476,2025-01-31,1024.73,0.0,1024.73,0,1
A00477,2025-01-31,5781.21,5781.21,0.0,1,0
A00478,2025-01-31,1377.62,0.0,1377.62,0,1
A00479,2025-01-31,3028.92,3028.92,0.0,1,0
A00480,2025-01-31,2905.42,0.0,2905.42,0,1
A00481,2025-01-31,1559.62,0.0,1559.62,0,1
A00482,2025-01-31,3372.31,3372.31,0.0,1,0
A00483,2025-01-31,6331.58,0.0,6331.58,0,1
A00484,2025-01-31,2027.04,0.0,2027.04,0,1
A00485,2025-01-31,2165.38,2165.38,0.0,1,0
