account_id,month,closed_won_usd,churned_usd,actual_usd,churn,active_customer
A00094,2023-01-31,3288.67,3288.67,0.0,1,0
A00095,2023-01-31,11662.4,11662.4,0.0,1,0
A00096,2023-01-31,11562.91,11562.91,0.0,1,0
A00097,2023-01-31,26416.14,26416.14,0.0,1,0
A00098,2023-01-31,7335.78,7335.78,0.0,1,0
A00099,2023-01-31,7032.69,7032.69,0.0,1,0
A00100,2023-01-31,15769.36,15769.36,0.0,1,0
A00101,2023-01-31,27549.05,27549.05,0.0,1,0
A00102,2023-01-31,677.91,677.91,0.0,1,0
A00103,2023-01-31,25567.07,25567.07,0.0,1,0
A00104,2023-01-31,22915.63,0.0,22915.63,0,1
A00105,2023-01-31,14667.91,14667.91,0.0,1,0
A00106,2023-01-31,17559.64,17559.64,0.0,1,0
A00107,2023-01-31,31270.4,31270.4,0.0,1,0
A00108,2023-01-31,10150.82,10150.82,0.0,1,0
A00109,2023-01-31,4666.4,4666.4,0.0,1,0
A00110,2023-01-31,23008.67,23008.67,0.0,1,0
A00111,2023-01-31,21670.51,21670.51,0.0,1,0
A00112,2023-01-31,2095.63,2095.63,0.0,1,0
A00113,2023-01-31,42551.66,42551.66,0.0,1,0
A00114,2023-01-31,20686.42,20686.42,0.0,1,0
A00115,2023-01-31,7734.72,7734.72,0.0,1,0
A00116,2023-01-31,21912.65,21912.65,0.0,1,0
A00117,2023-01-31,19865.05,19865.05,0.0,1,0
A00118,2023-01-31,11304.28,11304.28,0.0,1,0
A00119,2023-01-31,17418.71,17418.71,0.0,1,0
A00120,2023-01-31,17522.81,17522.81,0.0,1,0
A00121,2023-01-31,16088.52,16088.52,0.0,1,0
A00122,2023-01-31,15080.32,15080.32,0.0,1,0
A00123,2023-01-31,20023.91,20023.91,0.0,1,0
A00124,2023-01-31,17920.58,17920.58,0.0,1,0
A00125,2023-01-31,10201.67,10201.67,0.0,1,0
A00126,2023-01-31,6463.28,6463.28,0.0,1,0
A00127,2023-01-31,17352.06,17352.06,0.0,1,0
A00128,2023-01-31,25434.73,25434.73,0.0,1,0
A00129,2023-01-31,16866.27,16866.27,0.0,1,0
A00130,2023-01-31,10056.89,10056.89,0.0,1,0
A00131,2023-01-31,3103.15,3103.15,0.0,1,0
A00132,2023-01-31,43449.1,43449.1,0.0,1,0
A00133,2023-01-31,21056.02,21056.02,0.0,1,0
A00134,2023-01-31,19990.99,19990.99,0.0,1,0
A00135,2023-01-31,11372.03,11372.03,0.0,1,0
A00136,2023-01-31,3238.99,3238.99,0.0,1,0
A00137,2023-01-31,9529.81,9529.81,0.0,1,0
A00138,2023-01-31,39073.83,39073.83,0.0,1,0
A00139,2023-01-31,5289.82,5289.82,0.0,1,0
A00140,2023-01-31,2584.03,2584.03,0.0,1,0
A00141,2023-01-31,43064.73,43064.73,0.0,1,0
A00142,2023-01-31,7848.57,7848.57,0.0,1,0
A00143,2023-01-31,13510.81,13510.81,0.0,1,0
A00144,2023-01-31,20205.44,20205.44,0.0,1,0
A00145,2023-01-31,52138.84,52138.84,0.0,1,0
A00146,2023-01-31,38469.44,38469.44,0.0,1,0
A00147,2023-01-31,14779.71,0.0,14779.71,0,1
A00148,2023-01-31,10012.57,10012.57,0.0,1,0
A00149,2023-01-31,5939.01,5939.01,0.0,1,0
A00150,2023-01-31,21278.03,0.0,21278.03,0,1
A00151,2023-01-31,16942.13,16942.13,0.0,1,0
A00152,2023-01-31,2995.27,2995.27,0.0,1,0
A00153,2023-01-31,13450.62,13450.62,0.0,1,0
A00154,2023-01-31,17259.51,17259.51,0.0,1,0
A00155,2023-01-31,22606.43,22606.43,0.0,1,0
A00156,2023-01-31,6931.82,6931.82,0.0,1,0
A00157,2023-01-31,17623.81,17623.81,0.0,1,0
A00158,2023-01-31,5778.09,5778.09,0.0,1,0
A00159,2023-01-31,20242.55,20242.55,0.0,1,0
A00160,2023-01-31,13125.41,13125.41,0.0,1,0
A00161,2023-01-31,54726.93,54726.93,0.0,1,0
A00162,2023-01-31,8066.73,8066.73,0.0,1,0
A00163,2023-01-31,10794.78,10794.78,0.0,1,0
A00164,2023-01-31,3187.66,3187.66,0.0,1,0
A00165,2023-01-31,15268.25,15268.25,0.0,1,0
A00166,2023-01-31,11908.8,11908.8,0.0,1,0
A00167,2023-01-31,16405.08,16405.08,0.0,1,0
A00168,2023-01-31,14665.17,14665.17,0.0,1,0
A00169,2023-01-31,55378.18,55378.18,0.0,1,0
A00170,2023-01-31,21577.27,0.0,21577.27,0,1
A00171,2023-01-31,26623.99,26623.99,0.0,1,0
A00172,2023-01-31,16771.86,16771.86,0.0,1,0
A00173,2023-01-31,18696.47,18696.47,0.0,1,0
A00174,2023-01-31,16318.16,16318.16,0.0,1,0
A00175,2023-01-31,16536.59,16536.59,0.0,1,0
A00176,2023-01-31,10013.95,10013.95,0.0,1,0
A00177,2023-01-31,26168.85,26168.85,0.0,1,0
A00178,2023-01-31,57627.45,57627.45,0.0,1,0
A00179,2023-01-31,16743.96,16743.96,0.0,1,0
A00180,2023-01-31,7261.09,7261.09,0.0,1,0
A00181,2023-01-31,30309.68,30309.68,0.0,1,0
A00182,2023-01-31,42850.01,42850.01,0.0,1,0
A00183,2023-01-31,10484.55,10484.55,0.0,1,0
A00184,2023-01-31,5934.34,5934.34,0.0,1,0
A00185,2023-01-31,24318.79,24318.79,0.0,1,0
A00186,2023-01-31,17136.31,17136.31,0.0,1,0
A00187,2023-01-31,22822.73,22822.73,0.0,1,0
A00188,2023-01-31,15835.53,15835.53,0.0,1,0
A00189,2023-01-31,13459.42,13459.42,0.0,1,0
A00190,2023-01-31,7686.96,7686.96,0.0,1,0
A00191,2023-01-31,20829.69,20829.69,0.0,1,0
A00192,2023-01-31,5160.92,5160.92,0.0,1,0
A00193,2023-01-31,26096.08,26096.08,0.0,1,0
A00194,2023-01-31,24948.53,24948.53,0.0,1,0
A00195,2023-01-31,20275.67,20275.67,0.0,1,0
A00196,2023-01-31,35467.44,35467.44,0.0,1,0
A00197,2023-01-31,12570.98,12570.98,0.0,1,0
A00198,2023-01-31,12238.83,12238.83,0.0,1,0
A00199,2023-01-31,11553.36,11553.36,0.0,1,0
A00200,2023-01-31,17718.57,17718.57,0.0,1,0
A00201,2023-01-31,14314.39,14314.39,0.0,1,0
A00202,2023-01-31,11250.27,11250.27,0.0,1,0
A00203,2023-01-31,11989.2,11989.2,0.0,1,0
A00204,2023-01-31,19648.95,19648.95,0.0,1,0
A00205,2023-01-31,33215.14,33215.14,0.0,1,0
A00206,2023-01-31,9828.15,9828.15,0.0,1,0
A00207,2023-01-31,1826.28,1826.28,0.0,1,0
A00208,2023-01-31,23954.69,23954.69,0.0,1,0
A00209,2023-01-31,7281.91,7281.91,0.0,1,0
A00210,2023-01-31,33153.44,33153.44,0.0,1,0
A00211,2023-01-31,26745.34,26745.34,0.0,1,0
A00212,2023-01-31,28329.27,28329.27,0.0,1,0
A00213,2023-01-31,16393.4,16393.4,0.0,1,0
A00214,2023-01-31,32039.01,32039.01,0.0,1,0
A00215,2023-01-31,20676.12,20676.12,0.0,1,0
A00216,2023-01-31,19538.25,19538.25,0.0,1,0
A00217,2023-01-31,17301.35,17301.35,0.0,1,0
A00218,2023-01-31,22203.71,22203.71,0.0,1,0
A00219,2023-01-31,4398.91,4398.91,0.0,1,0
A00220,2023-01-31,11145.63,11145.63,0.0,1,0
A00221,2023-01-31,11163.42,11163.42,0.0,1,0
A00222,2023-01-31,14635.07,14635.07,0.0,1,0
A00223,2023-01-31,6963.77,6963.77,0.0,1,0
A00224,2023-01-31,9453.19,9453.19,0.0,1,0
A00225,2023-01-31,5529.63,5529.63,0.0,1,0
A00226,2023-01-31,9364.69,9364.69,0.0,1,0
A00227,2023-01-31,7952.81,7952.81,0.0,1,0
A00228,2023-01-31,9190.16,9190.16,0.0,1,0
A00229,2023-01-31,27121.94,27121.94,0.0,1,0
A00230,2023-01-31,14947.02,14947.02,0.0,1,0
A00231,2023-01-31,13169.87,13169.87,0.0,1,0
A00232,2023-01-31,35289.82,35289.82,0.0,1,0
A00233,2023-01-31,19835.43,0.0,19835.43,0,1
A00234,2023-01-31,20939.01,20939.01,0.0,1,0
A00235,2023-01-31,17345.81,17345.81,0.0,1,0
A00236,2023-01-31,27552.42,27552.42,0.0,1,0
A00237,2023-01-31,30404.91,30404.91,0.0,1,0
A00238,2023-01-31,19289.31,19289.31,0.0,1,0
A00239,2023-01-31,27332.96,27332.96,0.0,1,0
A00240,2023-01-31,22175.27,22175.27,0.0,1,0
A00241,2023-01-31,19799.56,19799.56,0.0,1,0
A00242,2023-01-31,12348.63,12348.63,0.0,1,0
A00243,2023-01-31,9005.47,9005.47,0.0,1,0
A00244,2023-01-31,4495.59,4495.59,0.0,1,0
A00245,2023-01-31,41623.03,41623.03,0.0,1,0
A00246,2023-01-31,27516.35,27516.35,0.0,1,0
A00247,2023-01-31,11427.82,11427.82,0.0,1,0
A00248,2023-01-31,3772.4,3772.4,0.0,1,0
A00249,2023-01-31,22272.63,22272.63,0.0,1,0
A00250,2023-01-31,12665.25,12665.25,0.0,1,0
A00251,2023-01-31,28472.67,28472.67,0.0,1,0
A00252,2023-01-31,7501.3,7501.3,0.0,1,0
A00253,2023-01-31,11102.68,11102.68,0.0,1,0
A00254,2023-01-31,13629.0,13629.0,0.0,1,0
A00255,2023-01-31,24362.76,24362.76,0.0,1,0
A00256,2023-01-31,9593.02,9593.02,0.0,1,0
A00257,2023-01-31,22463.99,22463.99,0.0,1,0
A00258,2023-01-31,4740.06,4740.06,0.0,1,0
A00259,2023-01-31,15048.92,15048.92,0.0,1,0
A00260,2023-01-31,38132.07,38132.07,0.0,1,0
A00261,2023-01-31,48562.13,48562.13,0.0,1,0
A00262,2023-01-31,31570.26,31570.26,0.0,1,0
A00263,2023-01-31,3674.42,3674.42,0.0,1,0
A00264,2023-01-31,14024.23,14024.23,0.0,1,0
A00265,2023-01-31,15386.5,15386.5,0.0,1,0
A00266,2023-01-31,29016.66,29016.66,0.0,1,0
A00267,2023-01-31,17065.67,17065.67,0.0,1,0
A00268,2023-01-31,7100.92,7100.92,0.0,1,0
A00269,2023-01-31,31894.65,31894.65,0.0,1,0
A00270,2023-01-31,44759.36,44759.36,0.0,1,0
A00271,2023-01-31,26183.34,26183.34,0.0,1,0
A00272,2023-01-31,9266.02,0.0,9266.02,0,1
A00273,2023-01-31,51482.92,51482.92,0.0,1,0
A00274,2023-01-31,27743.92,27743.92,0.0,1,0
A00275,2023-01-31,24823.41,24823.41,0.0,1,0
A00276,2023-01-31,43539.46,43539.46,0.0,1,0
A00277,2023-01-31,28244.48,28244.48,0.0,1,0
A00278,2023-01-31,14423.44,14423.44,0.0,1,0
A00279,2023-01-31,40103.06,40103.06,0.0,1,0
A00280,2023-01-31,7730.18,7730.18,0.0,1,0
A00281,2023-01-31,8936.07,8936.07,0.0,1,0
A00282,2023-01-31,10648.22,10648.22,0.0,1,0
A00283,2023-01-31,17451.56,17451.56,0.0,1,0
A00284,2023-01-31,19284.85,19284.85,0.0,1,0
A00285,2023-01-31,13729.04,13729.04,0.0,1,0
A00286,2023-01-31,14246.78,14246.78,0.0,1,0
A00287,2023-01-31,19947.16,19947.16,0.0,1,0
A00288,2023-01-31,7743.51,7743.51,0.0,1,0
A00289,2023-01-31,23422.17,23422.17,0.0,1,0
A00290,2023-01-31,1634.51,1634.51,0.0,1,0
A00291,2023-01-31,15853.46,15853.46,0.0,1,0
A00292,2023-01-31,10586.79,10586.79,0.0,1,0
A00293,2023-01-31,50154.04,50154.04,0.0,1,0
A00294,2023-01-31,12961.53,12961.53,0.0,1,0
A00295,2023-01-31,17509.82,17509.82,0.0,1,0
A00296,2023-01-31,13442.51,13442.51,0.0,1,0
A00297,2023-01-31,6622.48,6622.48,0.0,1,0
A00298,2023-01-31,6398.28,6398.28,0.0,1,0
A00299,2023-01-31,5456.59,5456.59,0.0,1,0
A00300,2023-01-31,15685.33,15685.33,0.0,1,0
A00301,2023-01-31,12581.9,12581.9,0.0,1,0
A00302,2023-01-31,3617.39,3617.39,0.0,1,0
A00303,2023-01-31,45986.14,45986.14,0.0,1,0
A00304,2023-01-31,24830.9,24830.9,0.0,1,0
A00305,2023-01-31,17757.53,17757.53,0.0,1,0
A00306,2023-01-31,2370.41,2370.41,0.0,1,0
A00307,2023-01-31,20924.58,20924.58,0.0,1,0
A00308,2023-01-31,17059.56,17059.56,0.0,1,0
A00309,2023-01-31,28260.08,28260.08,0.0,1,0
A00310,2023-01-31,9083.52,9083.52,0.0,1,0
A00311,2023-01-31,11100.62,11100.62,0.0,1,0
A00312,2023-01-31,18937.78,18937.78,0.0,1,0
A00313,2023-01-31,10765.93,10765.93,0.0,1,0
A00314,2023-01-31,20727.99,20727.99,0.0,1,0
A00315,2023-01-31,6462.87,6462.87,0.0,1,0
A00316,2023-01-31,14809.05,14809.05,0.0,1,0
A00317,2023-01-31,9199.65,9199.65,0.0,1,0
A00318,2023-01-31,27336.8,27336.8,0.0,1,0
A00319,2023-01-31,53183.67,53183.67,0.0,1,0
A00320,2023-01-31,45015.18,45015.18,0.0,1,0
A00321,2023-01-31,3190.96,3190.96,0.0,1,0
A00322,2023-01-31,21971.67,21971.67,0.0,1,0
A00323,2023-01-31,9082.42,9082.42,0.0,1,0
A00324,2023-01-31,6314.66,6314.66,0.0,1,0
A00325,2023-01-31,21560.64,21560.64,0.0,1,0
A00326,2023-01-31,6317.89,6317.89,0.0,1,0
A00327,2023-01-31,33085.76,33085.76,0.0,1,0
A00328,2023-01-31,21869.5,0.0,21869.5,0,1
A00329,2023-01-31,28728.01,28728.01,0.0,1,0
A00330,2023-01-31,18965.34,18965.34,0.0,1,0
A00331,2023-01-31,5671.31,5671.31,0.0,1,0
A00332,2023-01-31,12225.01,12225.01,0.0,1,0
A00333,2023-01-31,36928.93,36928.93,0.0,1,0
A00334,2023-01-31,14424.26,14424.26,0.0,1,0
A00335,2023-01-31,13688.91,13688.91,0.0,1,0
A00336,2023-01-31,39563.12,39563.12,0.0,1,0
A00337,2023-01-31,18534.86,18534.86,0.0,1,0
A00338,2023-01-31,34412.51,34412.51,0.0,1,0
A00339,2023-01-31,14595.7,14595.7,0.0,1,0
A00340,2023-01-31,7551.74,7551.74,0.0,1,0
A00341,2023-01-31,1924.82,1924.82,0.0,1,0
A00342,2023-01-31,14354.52,14354.52,0.0,1,0
A00343,2023-01-31,17088.96,17088.96,0.0,1,0
A00344,2023-01-31,32279.29,32279.29,0.0,1,0
A00345,2023-01-31,270.38,270.38,0.0,1,0
A00346,2023-01-31,23257.33,23257.33,0.0,1,0
A00347,2023-01-31,16046.61,16046.61,0.0,1,0
A00348,2023-01-31,13980.59,13980.59,0.0,1,0
A00349,2023-01-31,51590.52,51590.52,0.0,1,0
A00350,2023-01-31,21984.11,21984.11,0.0,1,0
A00351,2023-01-31,40571.67,40571.67,0.0,1,0
A00352,2023-01-31,8878.15,8878.15,0.0,1,0
A00353,2023-01-31,11773.79,11773.79,0.0,1,0
A00354,2023-01-31,32477.32,32477.32,0.0,1,0
A00355,2023-01-31,7845.34,7845.34,0.0,1,0
A00356,2023-01-31,8206.15,8206.15,0.0,1,0
A00357,2023-01-31,7010.29,7010.29,0.0,1,0
A00358,2023-01-31,10566.73,10566.73,0.0,1,0
A00359,2023-01-31,19080.29,19080.29,0.0,1,0
A00360,2023-01-31,23094.08,23094.08,0.0,1,0
A00361,2023-01-31,17886.43,17886.43,0.0,1,0
A00362,2023-01-31,12549.88,12549.88,0.0,1,0
A00363,2023-01-31,16494.88,16494.88,0.0,1,0
A00364,2023-01-31,40831.95,40831.95,0.0,1,0
A00365,2023-01-31,16155.18,16155.18,0.0,1,0
A00366,2023-01-31,11853.28,11853.28,0.0,1,0
A00367,2023-01-31,1551.44,1551.44,0.0,1,0
A00368,2023-01-31,15104.99,15104.99,0.0,1,0
A00369,2023-01-31,31517.56,31517.56,0.0,1,0
A00370,2023-01-31,3520.78,3520.78,0.0,1,0
A00371,2023-01-31,5497.88,5497.88,0.0,1,0
A00372,2023-01-31,10842.88,10842.88,0.0,1,0
A00373,2023-01-31,9652.8,9652.8,0.0,1,0
A00374,2023-01-31,17244.46,17244.46,0.0,1,0
A00375,2023-01-31,48220.36,48220.36,0.0,1,0
A00376,2023-01-31,6669.21,6669.21,0.0,1,0
A00377,2023-01-31,9486.04,9486.04,0.0,1,0
A00378,2023-01-31,14191.54,14191.54,0.0,1,0
A00379,2023-01-31,8893.54,8893.54,0.0,1,0
A00380,2023-01-31,17176.78,17176.78,0.0,1,0
A00381,2023-01-31,22573.45,22573.45,0.0,1,0
A00382,2023-01-31,9696.71,9696.71,0.0,1,0
A00383,2023-01-31,28423.75,28423.75,0.0,1,0
A00384,2023-01-31,12088.35,12088.35,0.0,1,0
A00385,2023-01-31,8826.06,0.0,8826.06,0,1
A00386,2023-01-31,4386.41,4386.41,0.0,1,0
A00387,2023-01-31,24168.17,24168.17,0.0,1,0
A00388,2023-01-31,19452.5,19452.5,0.0,1,0
A00389,2023-01-31,6344.2,6344.2,0.0,1,0
A00390,2023-01-31,7984.55,7984.55,0.0,1,0
A00391,2023-01-31,18326.73,18326.73,0.0,1,0
A00392,2023-01-31,23126.99,23126.99,0.0,1,0
A00393,2023-01-31,19933.69,19933.69,0.0,1,0
A00394,2023-01-31,24082.15,24082.15,0.0,1,0
A00395,2023-01-31,57972.38,57972.38,0.0,1,0
A00396,2023-01-31,28762.16,28762.16,0.0,1,0
A00397,2023-01-31,24599.2,24599.2,0.0,1,0
A00398,2023-01-31,10436.73,10436.73,0.0,1,0
A00399,2023-01-31,5790.66,5790.66,0.0,1,0
A00400,2023-01-31,36979.43,36979.43,0.0,1,0
A00401,2023-01-31,10853.4,10853.4,0.0,1,0
A00402,2023-01-31,21273.63,21273.63,0.0,1,0
A00403,2023-01-31,4185.01,4185.01,0.0,1,0
A00404,2023-01-31,2792.85,2792.85,0.0,1,0
A00405,2023-01-31,28586.8,28586.8,0.0,1,0
A00406,2023-01-31,8665.41,8665.41,0.0,1,0
A00407,2023-01-31,21147.34,21147.34,0.0,1,0
A00408,2023-01-31,8745.53,8745.53,0.0,1,0
A00409,2023-01-31,22774.15,22774.15,0.0,1,0
A00410,2023-01-31,14836.88,14836.88,0.0,1,0
A00411,2023-01-31,12960.36,12960.36,0.0,1,0
A00412,2023-01-31,19784.52,19784.52,0.0,1,0
A00413,2023-01-31,22016.75,22016.75,0.0,1,0
A00414,2023-01-31,9357.2,9357.2,0.0,1,0
A00415,2023-01-31,21265.66,21265.66,0.0,1,0
A00416,2023-01-31,22436.92,22436.92,0.0,1,0
A00417,2023-01-31,28224.08,28224.08,0.0,1,0
A00418,2023-01-31,34459.03,34459.03,0.0,1,0
A00419,2023-01-31,15277.87,15277.87,0.0,1,0
A00420,2023-01-31,8806.41,8806.41,0.0,1,0
A00421,2023-01-31,7161.73,7161.73,0.0,1,0
A00422,2023-01-31,9910.33,9910.33,0.0,1,0
A00423,2023-01-31,10561.23,10561.23,0.0,1,0
A00424,2023-01-31,11878.5,11878.5,0.0,1,0
A00425,2023-01-31,14949.43,14949.43,0.0,1,0
A00426,2023-01-31,17519.58,17519.58,0.0,1,0
A00427,2023-01-31,18263.86,18263.86,0.0,1,0
A00428,2023-01-31,25690.89,25690.89,0.0,1,0
A00429,2023-01-31,36825.52,0.0,36825.52,0,1
A00430,2023-01-31,18375.79,18375.79,0.0,1,0
A00431,2023-01-31,10580.2,10580.2,0.0,1,0
A00432,2023-01-31,25337.64,25337.64,0.0,1,0
A00433,2023-01-31,24282.99,24282.99,0.0,1,0
A00434,2023-01-31,9757.52,9757.52,0.0,1,0
A00435,2023-01-31,24557.56,24557.56,0.0,1,0
A00436,2023-01-31,1045.31,1045.31,0.0,1,0
A00437,2023-01-31,7116.86,7116.86,0.0,1,0
A00438,2023-01-31,5853.81,5853.81,0.0,1,0
A00439,2023-01-31,7487.56,7487.56,0.0,1,0
A00440,2023-01-31,25704.91,25704.91,0.0,1,0
A00441,2023-01-31,12801.92,12801.92,0.0,1,0
A00442,2023-01-31,27828.5,27828.5,0.0,1,0
A00443,2023-01-31,38970.63,38970.63,0.0,1,0
A00444,2023-01-31,37678.51,37678.51,0.0,1,0
A00445,2023-01-31,9521.97,9521.97,0.0,1,0
A00446,2023-01-31,13215.22,13215.22,0.0,1,0
A00447,2023-01-31,15272.3,15272.3,0.0,1,0
A00448,2023-01-31,42644.08,42644.08,0.0,1,0
A00449,2023-01-31,9374.1,9374.1,0.0,1,0
A00450,2023-01-31,30887.95,30887.95,0.0,1,0
A00451,2023-01-31,21155.24,21155.24,0.0,1,0
A00452,2023-01-31,1547.38,1547.38,0.0,1,0
A00453,2023-01-31,12459.73,12459.73,0.0,1,0
A00454,2023-01-31,6752.55,0.0,6752.55,0,1
A00455,2023-01-31,12134.45,12134.45,0.0,1,0
A00456,2023-01-31,1646.95,1646.95,0.0,1,0
A00457,2023-01-31,44385.5,44385.5,0.0,1,0
A00458,2023-01-31,11261.95,11261.95,0.0,1,0
A00459,2023-01-31,12228.31,12228.31,0.0,1,0
A00460,2023-01-31,41600.21,41600.21,0.0,1,0
A00461,2023-01-31,4989.42,4989.42,0.0,1,0
A00462,2023-01-31,21734.55,21734.55,0.0,1,0
A00463,2023-01-31,8598.01,8598.01,0.0,1,0
A00464,2023-01-31,2872.48,2872.48,0.0,1,0
A00465,2023-01-31,23646.93,0.0,23646.93,0,1
A00466,2023-01-31,35135.29,35135.29,0.0,1,0
A00467,2023-01-31,14611.64,14611.64,0.0,1,0
A00468,2023-01-31,26152.97,26152.97,0.0,1,0
A00469,2023-01-31,9343.67,9343.67,0.0,1,0
A00470,2023-01-31,22254.56,22254.56,0.0,1,0
A00471,2023-01-31,15653.86,15653.86,0.0,1,0
A00472,2023-01-31,10215.75,10215.75,0.0,1,0
A00473,2023-01-31,6489.46,6489.46,0.0,1,0
A00474,2023-01-31,34701.51,34701.51,0.0,1,0
A00475,2023-01-31,16087.01,16087.01,0.0,1,0
A00476,2023-01-31,11576.45,11576.45,0.0,1,0
A00477,2023-01-31,12749.56,12749.56,0.0,1,0
A00478,2023-01-31,22730.11,22730.11,0.0,1,0
A00479,2023-01-31,25579.3,25579.3,0.0,1,0
A00480,2023-01-31,15725.8,15725.8,0.0,1,0
